insured_id,insured_zip,age,gender,education_level,occupation,hobbies,relationship,capital_gains,capital_loss
387,612597,38,FEMALE,College,other-service,paintball,not-in-family,0,-62500
388,445638,21,MALE,Associate,machine-op-inspct,camping,wife,0,-45300
389,476185,36,MALE,JD,machine-op-inspct,base-jumping,wife,0,0
390,435995,33,FEMALE,JD,priv-house-serv,sleeping,own-child,36700,-73400
391,430232,35,FEMALE,JD,exec-managerial,golf,unmarried,0,-51000
392,443861,48,MALE,PhD,exec-managerial,golf,other-relative,54900,-36700
393,460801,36,FEMALE,High School,prof-specialty,board-games,husband,0,-36600
394,605121,58,MALE,MD,exec-managerial,video-games,own-child,0,-42700
395,458622,31,MALE,High School,farming-fishing,reading,own-child,40700,-41600
396,478661,31,FEMALE,PhD,machine-op-inspct,video-games,not-in-family,61400,-57500
397,435299,57,MALE,High School,protective-serv,exercise,unmarried,55600,0
398,601961,46,MALE,Masters,adm-clerical,dancing,wife,0,-28800
399,604328,27,FEMALE,High School,prof-specialty,dancing,unmarried,0,-47400
400,614385,33,MALE,MD,armed-forces,exercise,own-child,0,0
401,438584,53,FEMALE,Masters,priv-house-serv,video-games,not-in-family,0,0
402,478703,46,MALE,MD,transport-moving,base-jumping,own-child,0,0
403,615683,33,FEMALE,College,craft-repair,skydiving,husband,69200,-36900
404,455672,51,MALE,Associate,sales,skydiving,other-relative,0,0
405,602942,60,FEMALE,College,armed-forces,cross-fit,unmarried,48800,0
406,616706,30,FEMALE,College,transport-moving,skydiving,wife,0,-66300
407,473243,41,MALE,MD,adm-clerical,exercise,husband,29300,-64700
408,435552,45,FEMALE,High School,machine-op-inspct,sleeping,wife,54800,-64100
409,434206,40,MALE,Masters,exec-managerial,camping,unmarried,0,-45300
410,469895,45,FEMALE,College,exec-managerial,cross-fit,unmarried,0,0
411,457722,43,FEMALE,Associate,adm-clerical,polo,not-in-family,0,-50400
412,473645,29,FEMALE,High School,machine-op-inspct,video-games,not-in-family,0,-29900
413,619108,44,FEMALE,College,farming-fishing,camping,not-in-family,64000,0
414,610479,29,MALE,Masters,prof-specialty,movies,own-child,0,0
415,474998,39,MALE,Associate,armed-forces,paintball,unmarried,0,0
416,616341,32,FEMALE,High School,machine-op-inspct,basketball,unmarried,63900,-43700
417,460535,49,FEMALE,Masters,transport-moving,bungie-jumping,wife,0,0
418,606487,37,FEMALE,JD,priv-house-serv,exercise,unmarried,0,0
419,620737,44,MALE,High School,priv-house-serv,board-games,unmarried,0,0
420,445904,33,FEMALE,JD,exec-managerial,paintball,own-child,56900,-56900
421,464145,41,FEMALE,College,tech-support,chess,husband,0,0
422,466818,37,MALE,MD,prof-specialty,video-games,other-relative,0,0
423,464237,21,MALE,High School,handlers-cleaners,hiking,husband,0,0
424,618455,48,FEMALE,MD,other-service,kayaking,wife,0,-54700
425,456602,31,MALE,Masters,machine-op-inspct,base-jumping,husband,52800,0
426,616126,34,FEMALE,College,exec-managerial,basketball,other-relative,0,0
427,468508,35,MALE,Masters,farming-fishing,cross-fit,not-in-family,44900,-91400
428,431937,31,FEMALE,High School,priv-house-serv,polo,own-child,63600,0
429,448603,36,FEMALE,Masters,exec-managerial,camping,other-relative,0,-38400
430,444500,58,MALE,Masters,transport-moving,bungie-jumping,own-child,82200,0
431,601117,47,FEMALE,JD,transport-moving,sleeping,other-relative,0,-67400
432,615383,45,FEMALE,PhD,priv-house-serv,yachting,not-in-family,83200,-53300
433,434342,48,FEMALE,Masters,priv-house-serv,base-jumping,other-relative,0,0
434,435100,34,MALE,College,priv-house-serv,exercise,wife,67900,0
435,431278,32,MALE,Associate,priv-house-serv,skydiving,own-child,0,0
436,445648,28,MALE,MD,machine-op-inspct,reading,wife,55200,0
437,448857,23,MALE,JD,exec-managerial,bungie-jumping,other-relative,54600,0
438,435267,44,FEMALE,PhD,priv-house-serv,chess,not-in-family,68500,0
439,461275,40,FEMALE,PhD,other-service,sleeping,own-child,0,0
440,613816,29,MALE,JD,handlers-cleaners,polo,unmarried,0,-66000
441,608767,31,MALE,Masters,protective-serv,yachting,not-in-family,0,0
442,620869,50,MALE,MD,tech-support,board-games,own-child,54600,-45500
443,478981,33,FEMALE,PhD,transport-moving,exercise,wife,0,0
444,464630,34,FEMALE,JD,protective-serv,paintball,not-in-family,77900,0
445,466303,36,FEMALE,Associate,sales,reading,other-relative,23600,-15600
446,452647,52,FEMALE,High School,farming-fishing,chess,unmarried,44000,-71000
447,441370,37,FEMALE,JD,priv-house-serv,dancing,own-child,0,-67300
448,619166,53,MALE,Associate,tech-support,exercise,wife,0,0
449,472803,32,FEMALE,PhD,adm-clerical,yachting,other-relative,37900,0
450,442308,39,FEMALE,Masters,other-service,reading,husband,0,0
451,469383,32,FEMALE,PhD,other-service,base-jumping,husband,70300,-50300
452,614383,30,FEMALE,College,transport-moving,reading,husband,42800,-51200
453,438617,33,FEMALE,College,priv-house-serv,board-games,unmarried,12100,0
454,613936,37,FEMALE,Associate,transport-moving,reading,husband,33000,-43600
455,472163,30,FEMALE,Associate,machine-op-inspct,board-games,not-in-family,46500,-42700
456,447458,43,MALE,Associate,adm-clerical,video-games,not-in-family,0,-8500
457,474792,24,MALE,Masters,craft-repair,yachting,husband,0,0
458,470559,28,MALE,Masters,transport-moving,movies,own-child,38000,-41200
459,432399,51,FEMALE,MD,priv-house-serv,board-games,unmarried,0,-12100
460,607605,38,FEMALE,PhD,other-service,yachting,other-relative,51700,0
461,600153,44,FEMALE,High School,tech-support,base-jumping,other-relative,0,0
462,465979,54,MALE,MD,protective-serv,board-games,own-child,0,-17000
463,466555,57,FEMALE,PhD,tech-support,hiking,own-child,38600,-50300
464,444155,41,MALE,JD,prof-specialty,golf,wife,37900,-72900
465,465764,38,MALE,PhD,handlers-cleaners,skydiving,other-relative,64400,0
466,446898,33,FEMALE,Associate,handlers-cleaners,dancing,unmarried,45500,-60600
467,453274,34,FEMALE,Masters,transport-moving,camping,wife,54500,0
468,479320,56,FEMALE,College,protective-serv,exercise,other-relative,0,0
469,443462,37,FEMALE,High School,farming-fishing,yachting,not-in-family,49600,0
470,446158,35,FEMALE,PhD,protective-serv,kayaking,not-in-family,0,-51900
471,602514,57,FEMALE,JD,craft-repair,skydiving,husband,62500,0
472,477356,38,MALE,MD,tech-support,video-games,unmarried,38000,-50300
473,434669,51,MALE,PhD,armed-forces,hiking,not-in-family,0,-62400
474,609322,49,FEMALE,PhD,farming-fishing,kayaking,wife,0,0
475,614265,42,MALE,JD,exec-managerial,chess,other-relative,0,-68900
476,606177,36,FEMALE,Masters,other-service,golf,other-relative,34500,-60600
477,461514,29,MALE,High School,adm-clerical,polo,husband,60400,-67800
478,454685,56,MALE,MD,farming-fishing,cross-fit,other-relative,66000,0
479,477260,53,MALE,Masters,armed-forces,chess,unmarried,0,0
480,469126,46,MALE,MD,sales,yachting,other-relative,43700,0
481,443402,44,MALE,College,exec-managerial,sleeping,wife,0,0
482,479408,21,FEMALE,Masters,priv-house-serv,polo,other-relative,0,-41200
483,467227,30,MALE,JD,handlers-cleaners,golf,not-in-family,0,-35500
484,468433,40,MALE,JD,armed-forces,camping,unmarried,49600,-49200
485,604289,56,MALE,High School,armed-forces,video-games,own-child,48900,-40900
486,471366,28,MALE,Associate,adm-clerical,exercise,husband,0,-31700
487,450746,29,MALE,High School,other-service,golf,husband,0,-76000
488,614948,24,FEMALE,High School,armed-forces,yachting,other-relative,0,0
489,473935,46,MALE,College,prof-specialty,exercise,own-child,0,0
490,617267,29,MALE,JD,transport-moving,cross-fit,not-in-family,0,0
491,470670,33,MALE,High School,armed-forces,movies,unmarried,45000,-30400
492,450368,39,FEMALE,High School,machine-op-inspct,reading,unmarried,64200,0
493,448809,49,MALE,MD,machine-op-inspct,camping,wife,0,-71700
494,469653,43,FEMALE,Masters,adm-clerical,reading,not-in-family,0,0
495,615688,47,FEMALE,Associate,armed-forces,board-games,own-child,0,-56200
496,465631,46,MALE,PhD,prof-specialty,camping,unmarried,0,-49400
497,443344,44,MALE,Associate,machine-op-inspct,hiking,husband,0,-39100
498,441363,32,MALE,College,tech-support,base-jumping,wife,61400,-41100
499,462683,58,MALE,MD,exec-managerial,exercise,not-in-family,0,-46900
500,463184,49,FEMALE,PhD,craft-repair,camping,own-child,0,0
501,612826,29,FEMALE,JD,craft-repair,paintball,other-relative,52200,0
502,433155,39,MALE,Masters,tech-support,sleeping,husband,0,-53700
503,616120,38,FEMALE,Associate,armed-forces,exercise,husband,0,-37500
504,461744,48,FEMALE,PhD,handlers-cleaners,board-games,own-child,0,-42700
505,475916,26,FEMALE,JD,farming-fishing,skydiving,wife,0,-53800
506,454434,46,MALE,MD,sales,reading,other-relative,0,0
507,464353,24,FEMALE,PhD,tech-support,paintball,other-relative,51400,0
508,610302,29,MALE,High School,prof-specialty,yachting,husband,74200,-68100
509,462106,24,FEMALE,High School,machine-op-inspct,board-games,unmarried,0,0
510,431389,30,MALE,College,sales,golf,unmarried,55300,-58400
511,442866,38,MALE,High School,priv-house-serv,reading,husband,38600,-52900
512,446755,48,FEMALE,JD,sales,paintball,husband,0,-46200
513,464743,34,MALE,JD,other-service,hiking,not-in-family,0,0
514,437889,38,FEMALE,College,transport-moving,chess,not-in-family,0,0
515,473638,60,FEMALE,College,other-service,cross-fit,husband,0,0
516,444232,48,FEMALE,JD,tech-support,movies,other-relative,0,-42400
517,477695,27,FEMALE,College,adm-clerical,exercise,wife,43000,-42500
518,458237,39,MALE,High School,armed-forces,hiking,own-child,87800,-51200
519,441499,41,MALE,JD,protective-serv,camping,other-relative,0,-78600
520,613436,43,FEMALE,Associate,tech-support,exercise,unmarried,46300,-33000
521,448912,43,MALE,JD,transport-moving,hiking,own-child,0,-51600
522,468872,26,FEMALE,PhD,farming-fishing,skydiving,not-in-family,31500,0
523,619811,42,MALE,College,farming-fishing,hiking,other-relative,33500,-49500
524,614166,30,FEMALE,MD,craft-repair,video-games,own-child,72400,-77000
525,456600,46,FEMALE,Associate,tech-support,skydiving,own-child,0,-45800
526,618405,26,FEMALE,JD,prof-specialty,exercise,own-child,46700,0
527,430832,45,FEMALE,High School,prof-specialty,kayaking,husband,58300,0
528,610989,47,FEMALE,Masters,sales,basketball,other-relative,55100,0
529,447750,54,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,41400,0
530,608708,34,FEMALE,High School,sales,video-games,other-relative,33500,-58900
531,469650,48,FEMALE,Masters,sales,exercise,unmarried,0,0
532,602304,53,FEMALE,College,prof-specialty,dancing,not-in-family,0,0
533,459878,38,MALE,PhD,craft-repair,skydiving,own-child,23300,0
534,441142,49,MALE,JD,adm-clerical,paintball,not-in-family,98800,-65300
535,465667,42,FEMALE,PhD,armed-forces,sleeping,wife,65000,-49200
536,473109,23,FEMALE,College,sales,dancing,wife,0,-71900
537,619794,46,MALE,MD,tech-support,basketball,husband,0,-90600
538,602258,55,FEMALE,Associate,priv-house-serv,reading,other-relative,0,-56200
539,479724,63,MALE,High School,adm-clerical,paintball,own-child,47600,0
540,442210,44,FEMALE,College,prof-specialty,hiking,other-relative,45400,-39400
541,463291,30,FEMALE,PhD,other-service,reading,wife,27700,-72400
542,474898,41,FEMALE,JD,farming-fishing,paintball,other-relative,51400,-6300
543,431354,31,FEMALE,MD,prof-specialty,paintball,husband,0,0
544,617460,25,FEMALE,Masters,protective-serv,golf,not-in-family,49300,0
545,609317,40,MALE,MD,prof-specialty,yachting,husband,0,0
546,479821,29,FEMALE,Associate,sales,paintball,own-child,65700,0
547,473394,43,MALE,MD,prof-specialty,board-games,wife,48100,0
548,603882,50,MALE,MD,armed-forces,polo,unmarried,0,0
549,615229,38,MALE,JD,tech-support,golf,other-relative,0,0
550,620197,29,MALE,PhD,armed-forces,dancing,own-child,30000,-53000
551,438215,37,MALE,High School,transport-moving,basketball,unmarried,52300,-55600
552,444583,53,MALE,Associate,armed-forces,basketball,wife,0,-34600
553,471866,51,MALE,Masters,handlers-cleaners,chess,not-in-family,0,-32900
554,616884,53,FEMALE,High School,tech-support,camping,unmarried,0,0
555,448310,40,FEMALE,JD,sales,hiking,not-in-family,0,0
556,478902,51,MALE,Masters,transport-moving,board-games,wife,0,0
557,442695,35,MALE,College,other-service,sleeping,own-child,0,0
558,613826,26,MALE,PhD,craft-repair,polo,own-child,0,-36500
559,476203,35,FEMALE,College,exec-managerial,yachting,not-in-family,0,-19500
560,604333,38,FEMALE,PhD,craft-repair,movies,not-in-family,46500,0
561,442604,49,MALE,Masters,farming-fishing,bungie-jumping,own-child,22700,0
562,435663,41,MALE,MD,protective-serv,chess,wife,38600,-42800
563,470866,27,FEMALE,College,adm-clerical,dancing,own-child,0,-55800
564,612908,39,FEMALE,Associate,other-service,hiking,not-in-family,0,-31700
565,441871,33,FEMALE,JD,protective-serv,hiking,own-child,58100,-49000
566,431496,50,FEMALE,PhD,exec-managerial,exercise,not-in-family,68400,-66800
567,436499,30,FEMALE,High School,exec-managerial,dancing,unmarried,0,-65700
568,469853,54,MALE,High School,craft-repair,movies,wife,34700,-81000
569,605369,42,MALE,JD,machine-op-inspct,camping,other-relative,0,-53800
570,448466,35,MALE,College,craft-repair,camping,own-child,0,-49900
571,432786,33,MALE,JD,prof-specialty,movies,unmarried,0,0
572,473591,39,FEMALE,JD,adm-clerical,paintball,own-child,0,-54900
573,618418,33,FEMALE,Masters,other-service,paintball,wife,69500,-47700
574,444558,54,MALE,JD,farming-fishing,board-games,not-in-family,48000,-79600
575,457733,32,MALE,JD,tech-support,chess,wife,0,0
576,466161,40,MALE,PhD,other-service,skydiving,husband,50000,-56900
577,450800,46,MALE,MD,other-service,dancing,wife,51100,-75100
578,458993,39,MALE,High School,transport-moving,board-games,not-in-family,71400,0
579,468634,52,MALE,PhD,machine-op-inspct,polo,not-in-family,50400,0
580,461264,34,MALE,PhD,machine-op-inspct,camping,unmarried,0,0
581,600184,45,MALE,High School,sales,base-jumping,own-child,0,-40200
582,604874,31,MALE,Associate,protective-serv,movies,husband,37700,0
583,462377,28,FEMALE,JD,farming-fishing,movies,other-relative,0,-38500
584,619657,41,MALE,Masters,protective-serv,polo,unmarried,0,-57000
585,437323,27,FEMALE,High School,priv-house-serv,exercise,wife,0,0
586,432148,35,MALE,MD,machine-op-inspct,yachting,wife,0,-55800
587,439690,30,MALE,College,sales,yachting,own-child,40100,0
588,601848,59,FEMALE,JD,exec-managerial,yachting,not-in-family,51700,0
589,615821,64,MALE,Masters,other-service,skydiving,not-in-family,0,0
590,472475,25,FEMALE,Associate,priv-house-serv,hiking,husband,0,0
591,457463,40,FEMALE,College,handlers-cleaners,chess,husband,0,0
592,604861,43,FEMALE,Associate,armed-forces,yachting,not-in-family,0,0
593,471519,41,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,36600,0
594,618682,30,FEMALE,JD,craft-repair,polo,wife,58600,0
595,441425,38,MALE,High School,sales,sleeping,wife,0,-43800
596,609336,36,MALE,JD,farming-fishing,exercise,own-child,0,-28800
597,603320,41,FEMALE,College,prof-specialty,golf,other-relative,45500,-62500
598,615446,29,FEMALE,JD,priv-house-serv,chess,unmarried,0,0
599,435967,41,FEMALE,High School,sales,camping,other-relative,71300,-70300
600,610246,38,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,0,0
601,479327,29,MALE,High School,exec-managerial,cross-fit,other-relative,0,-61400
602,468300,31,MALE,Masters,machine-op-inspct,bungie-jumping,wife,0,-26400
603,612660,35,MALE,JD,sales,chess,own-child,59300,-31400
604,466691,27,FEMALE,Masters,adm-clerical,video-games,own-child,46000,0
605,468515,27,MALE,JD,armed-forces,movies,other-relative,0,0
606,614521,44,MALE,High School,machine-op-inspct,reading,not-in-family,0,0
607,465921,27,FEMALE,Associate,priv-house-serv,golf,own-child,0,-66200
608,604555,39,FEMALE,Masters,exec-managerial,reading,wife,0,-63900
609,616276,46,FEMALE,MD,adm-clerical,polo,wife,0,0
610,463356,57,MALE,Masters,priv-house-serv,dancing,wife,0,0
611,450184,46,MALE,Masters,machine-op-inspct,kayaking,husband,0,0
612,466393,30,MALE,MD,exec-managerial,kayaking,unmarried,55600,-59700
613,471786,42,FEMALE,Associate,adm-clerical,chess,not-in-family,0,0
614,602289,27,MALE,High School,handlers-cleaners,board-games,not-in-family,57900,-90100
615,445120,33,MALE,MD,sales,yachting,wife,0,-65200
616,449260,34,MALE,High School,tech-support,paintball,other-relative,45600,-61400
617,472724,43,FEMALE,JD,transport-moving,board-games,unmarried,75800,0
618,475173,26,MALE,MD,tech-support,sleeping,husband,66300,0
619,443854,28,MALE,JD,farming-fishing,video-games,husband,0,-32600
620,461418,36,FEMALE,Associate,machine-op-inspct,kayaking,own-child,0,0
621,616164,57,FEMALE,MD,machine-op-inspct,chess,husband,0,0
622,620962,27,FEMALE,Masters,transport-moving,polo,own-child,0,0
623,465201,28,MALE,MD,protective-serv,camping,wife,0,0
624,470488,42,MALE,High School,machine-op-inspct,yachting,unmarried,0,-74200
625,462250,31,MALE,Associate,sales,reading,not-in-family,58200,0
626,436408,60,FEMALE,MD,machine-op-inspct,hiking,own-child,43600,-67800
627,464230,50,MALE,Masters,sales,camping,not-in-family,0,0
628,478609,40,MALE,Associate,exec-managerial,base-jumping,husband,43700,0
629,437156,39,FEMALE,JD,protective-serv,hiking,wife,44200,-37000
630,432218,47,FEMALE,High School,craft-repair,chess,wife,0,-56400
631,620493,35,FEMALE,MD,machine-op-inspct,kayaking,other-relative,0,0
632,475391,37,FEMALE,Associate,prof-specialty,video-games,husband,0,-48400
633,440720,45,MALE,Masters,transport-moving,golf,not-in-family,0,-54600
634,606942,29,FEMALE,MD,craft-repair,dancing,husband,0,-48500
635,446971,35,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,0,0
636,470538,35,FEMALE,High School,craft-repair,chess,wife,0,-42900
637,601177,28,MALE,High School,craft-repair,polo,own-child,0,0
638,451470,45,MALE,Masters,craft-repair,dancing,unmarried,0,0
639,438529,34,FEMALE,PhD,priv-house-serv,chess,husband,0,0
640,469742,48,MALE,Associate,adm-clerical,video-games,not-in-family,45300,0
641,435534,38,FEMALE,Masters,armed-forces,movies,husband,53800,-78300
642,442239,55,FEMALE,JD,other-service,base-jumping,unmarried,44400,-71500
643,468986,32,FEMALE,High School,exec-managerial,golf,husband,79900,0
644,606988,38,FEMALE,Masters,prof-specialty,paintball,not-in-family,20200,0
645,453719,40,MALE,College,armed-forces,bungie-jumping,wife,0,-74400
646,475524,43,FEMALE,MD,adm-clerical,golf,not-in-family,0,-71200
647,617804,36,MALE,High School,exec-managerial,yachting,unmarried,50700,-57600
648,613399,40,MALE,College,craft-repair,bungie-jumping,husband,0,0
649,453400,32,MALE,Associate,other-service,base-jumping,other-relative,57800,-53700
650,615767,32,MALE,MD,tech-support,chess,not-in-family,50800,-66200
651,615311,31,FEMALE,High School,transport-moving,cross-fit,other-relative,0,-28300
652,468470,27,FEMALE,College,handlers-cleaners,board-games,husband,0,-74800
653,461383,54,MALE,College,prof-specialty,yachting,wife,58500,-44000
654,457727,29,FEMALE,High School,adm-clerical,movies,husband,0,0
655,613327,20,FEMALE,High School,craft-repair,golf,other-relative,0,-54700
656,614941,34,MALE,Associate,handlers-cleaners,kayaking,other-relative,0,-55100
657,440680,32,MALE,Associate,machine-op-inspct,yachting,other-relative,82100,0
658,609949,39,MALE,High School,transport-moving,cross-fit,other-relative,0,-33300
659,479655,43,FEMALE,Associate,machine-op-inspct,camping,other-relative,42900,-61500
660,439964,32,MALE,JD,sales,video-games,other-relative,52600,-30400
661,478486,57,MALE,College,adm-clerical,sleeping,unmarried,42700,-64900
662,466498,48,MALE,College,farming-fishing,skydiving,husband,0,0
663,430878,37,FEMALE,PhD,armed-forces,skydiving,not-in-family,42200,-33800
664,600127,33,FEMALE,High School,adm-clerical,reading,wife,41300,-42000
665,431968,46,FEMALE,Masters,prof-specialty,paintball,wife,0,-51000
666,462804,60,MALE,Associate,priv-house-serv,chess,other-relative,73500,-43300
667,435809,51,FEMALE,Masters,sales,paintball,not-in-family,0,-38700
668,453193,40,MALE,JD,machine-op-inspct,hiking,husband,0,-49300
669,459630,47,MALE,Masters,machine-op-inspct,sleeping,not-in-family,0,-39800
670,608982,57,MALE,JD,transport-moving,bungie-jumping,husband,0,0
671,452218,36,FEMALE,MD,craft-repair,camping,wife,0,0
672,434150,43,MALE,Masters,sales,exercise,other-relative,37800,0
673,460579,25,FEMALE,Masters,other-service,dancing,not-in-family,0,0
674,442142,28,FEMALE,College,farming-fishing,golf,wife,0,-18600
675,608807,38,MALE,College,adm-clerical,polo,wife,40900,0
676,433153,29,MALE,High School,tech-support,exercise,other-relative,0,-77800
677,436560,29,MALE,MD,adm-clerical,sleeping,own-child,0,-45700
678,436784,31,MALE,JD,other-service,paintball,husband,55400,-40400
679,430621,45,FEMALE,High School,machine-op-inspct,reading,wife,44500,-61400
680,601574,30,FEMALE,Masters,farming-fishing,camping,own-child,57500,-93600
681,433853,38,MALE,MD,machine-op-inspct,hiking,not-in-family,0,-64500
682,453164,38,MALE,Associate,armed-forces,polo,unmarried,0,0
683,613931,27,MALE,JD,other-service,skydiving,other-relative,0,-66500
684,607458,43,MALE,High School,handlers-cleaners,chess,wife,0,-44800
685,463835,47,MALE,College,prof-specialty,reading,wife,63900,-53300
686,613945,50,MALE,Masters,priv-house-serv,polo,wife,26700,-47200
687,432699,35,FEMALE,High School,tech-support,golf,husband,0,0
688,613119,41,MALE,JD,transport-moving,video-games,not-in-family,52500,-51300
689,472922,47,MALE,High School,exec-managerial,bungie-jumping,other-relative,0,-61400
690,613849,42,MALE,PhD,armed-forces,sleeping,not-in-family,50700,-36300
691,603827,41,FEMALE,PhD,handlers-cleaners,skydiving,own-child,42200,-48000
692,467780,38,FEMALE,High School,tech-support,movies,other-relative,0,-53100
693,460586,35,MALE,JD,prof-specialty,paintball,husband,48500,-67400
694,613842,36,MALE,PhD,machine-op-inspct,kayaking,husband,14100,-44500
695,435371,30,FEMALE,High School,protective-serv,reading,husband,0,0
696,466289,45,FEMALE,Masters,farming-fishing,movies,wife,46700,-72500
697,436173,36,MALE,College,transport-moving,kayaking,unmarried,32800,-50600
698,457234,37,FEMALE,Associate,tech-support,sleeping,unmarried,0,-35900
699,474758,31,FEMALE,Associate,other-service,reading,husband,44500,-55900
700,477373,38,FEMALE,Masters,transport-moving,video-games,husband,39300,-60300
701,613471,31,FEMALE,MD,tech-support,paintball,husband,0,0
702,601581,33,FEMALE,Associate,exec-managerial,base-jumping,other-relative,45700,0
703,612102,57,MALE,High School,tech-support,camping,wife,0,-49400
704,460263,41,MALE,High School,sales,cross-fit,unmarried,62200,0
705,479134,39,FEMALE,Masters,machine-op-inspct,exercise,own-child,0,-42600
706,451467,45,FEMALE,JD,tech-support,cross-fit,unmarried,54700,-47900
707,602670,43,FEMALE,Masters,handlers-cleaners,movies,not-in-family,0,0
708,613607,33,FEMALE,High School,farming-fishing,chess,husband,0,0
709,611556,41,FEMALE,MD,priv-house-serv,video-games,husband,43700,-66300
710,435518,46,MALE,College,handlers-cleaners,chess,husband,0,-70400
711,465942,44,MALE,Associate,other-service,exercise,other-relative,0,0
712,446174,30,MALE,JD,protective-serv,base-jumping,own-child,0,-51100
713,611651,62,FEMALE,MD,protective-serv,chess,own-child,82600,-49500
714,446657,23,MALE,High School,transport-moving,reading,own-child,57500,0
715,612506,61,FEMALE,Masters,handlers-cleaners,paintball,wife,0,-59500
716,618493,29,MALE,College,prof-specialty,hiking,other-relative,47500,-58700
717,612664,28,MALE,MD,prof-specialty,basketball,wife,0,0
718,473653,28,MALE,Masters,priv-house-serv,golf,other-relative,78000,0
719,454529,44,FEMALE,Masters,exec-managerial,exercise,husband,0,0
720,437422,43,MALE,Associate,prof-specialty,golf,own-child,0,-36000
721,619470,58,MALE,Associate,craft-repair,dancing,own-child,66100,-31400
722,442666,34,MALE,Masters,sales,kayaking,other-relative,0,-41200
723,620507,41,FEMALE,Associate,handlers-cleaners,polo,unmarried,0,-46400
724,614867,29,MALE,Associate,prof-specialty,base-jumping,other-relative,72100,0
725,609898,43,MALE,PhD,prof-specialty,kayaking,other-relative,48200,0
726,450702,39,FEMALE,College,tech-support,movies,own-child,0,0
727,600418,43,MALE,PhD,adm-clerical,sleeping,unmarried,49000,0
728,431202,22,MALE,JD,farming-fishing,polo,not-in-family,0,0
729,457793,32,FEMALE,College,protective-serv,cross-fit,other-relative,0,0
730,470190,41,FEMALE,College,farming-fishing,camping,own-child,17300,-60400
731,603733,31,FEMALE,MD,prof-specialty,camping,husband,28600,0
732,465136,43,FEMALE,High School,transport-moving,polo,other-relative,51300,0
733,611723,26,FEMALE,Associate,prof-specialty,bungie-jumping,husband,10000,0
734,608963,34,FEMALE,PhD,craft-repair,skydiving,wife,0,-60000
735,454139,43,MALE,JD,adm-clerical,basketball,husband,0,0
736,447560,45,FEMALE,MD,exec-managerial,exercise,unmarried,51500,0
737,444378,48,MALE,JD,other-service,dancing,unmarried,0,0
738,616583,33,FEMALE,High School,exec-managerial,exercise,husband,61600,0
739,455913,42,FEMALE,College,prof-specialty,kayaking,own-child,0,-51400
740,454399,34,MALE,Associate,sales,camping,not-in-family,55300,-37900
741,602842,51,FEMALE,MD,craft-repair,reading,husband,0,-61000
742,459428,33,MALE,College,adm-clerical,golf,not-in-family,67300,0
743,613114,50,MALE,PhD,machine-op-inspct,board-games,not-in-family,79600,0
744,450709,39,MALE,PhD,exec-managerial,hiking,husband,0,-43600
745,444626,55,MALE,MD,sales,yachting,own-child,0,0
746,601206,41,MALE,Masters,exec-managerial,reading,unmarried,0,-44400
747,470389,39,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,38200,0
748,615218,31,FEMALE,MD,sales,skydiving,own-child,0,0
749,606249,44,FEMALE,College,machine-op-inspct,cross-fit,husband,49900,-62700
750,616161,38,FEMALE,MD,tech-support,kayaking,wife,0,-45100
751,442335,31,FEMALE,Associate,priv-house-serv,movies,not-in-family,39900,-44000
752,604952,40,FEMALE,PhD,handlers-cleaners,movies,not-in-family,34200,-32300
753,441533,55,MALE,PhD,machine-op-inspct,golf,unmarried,57100,0
754,471784,58,MALE,JD,sales,movies,not-in-family,0,-40000
755,453265,35,FEMALE,MD,protective-serv,hiking,unmarried,68500,-42100
756,444922,35,MALE,High School,machine-op-inspct,cross-fit,wife,0,0
757,474324,32,MALE,Masters,prof-specialty,yachting,husband,58900,-29100
758,441298,36,MALE,College,machine-op-inspct,basketball,unmarried,51000,0
759,446606,60,MALE,High School,prof-specialty,bungie-jumping,wife,67600,-65300
760,459537,35,FEMALE,Associate,protective-serv,hiking,not-in-family,83600,0
761,440757,31,FEMALE,Masters,armed-forces,kayaking,unmarried,72600,0
762,604948,57,MALE,College,protective-serv,paintball,wife,51500,-52100
763,433275,43,MALE,PhD,craft-repair,basketball,wife,0,0
764,608309,30,FEMALE,College,adm-clerical,paintball,wife,21100,-60800
765,462767,50,FEMALE,High School,handlers-cleaners,basketball,husband,21200,0
766,471785,37,FEMALE,JD,adm-clerical,hiking,own-child,46300,0
767,601397,39,FEMALE,JD,prof-specialty,sleeping,other-relative,0,-47100
768,477636,46,FEMALE,MD,transport-moving,movies,husband,52900,0
769,441967,61,FEMALE,High School,adm-clerical,reading,unmarried,49900,-62100
770,454776,37,MALE,JD,armed-forces,movies,other-relative,70600,-48500
771,431532,46,FEMALE,JD,prof-specialty,video-games,own-child,0,-52600
772,614169,39,MALE,PhD,transport-moving,polo,husband,67800,0
773,601425,37,FEMALE,MD,tech-support,hiking,own-child,38700,-33100
774,477346,33,FEMALE,College,farming-fishing,paintball,own-child,0,0
775,613587,28,MALE,High School,machine-op-inspct,yachting,husband,67200,-59400
776,620358,32,FEMALE,MD,tech-support,kayaking,not-in-family,49100,-45100
