claim_id,incident_id,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
745,745,60600,6060,12120,42420,YES
746,746,81240,6770,20310,54160,YES
747,747,29300,2930,5860,20510,NO
748,748,76450,6950,13900,55600,NO
749,749,49400,9880,4940,34580,NO
750,750,90530,16460,16460,57610,NO
751,751,8030,1460,730,5840,NO
752,752,63900,6390,6390,51120,NO
753,753,38640,4830,4830,28980,NO
754,754,41490,9220,4610,27660,NO
755,755,79090,14380,7190,57520,NO
756,756,87900,17580,8790,61530,NO
757,757,53400,5340,5340,42720,NO
758,758,52030,9460,9460,33110,NO
759,759,82060,14920,7460,59680,NO
760,760,48360,8060,8060,32240,NO
761,761,52290,5810,11620,34860,NO
762,762,68200,12400,12400,43400,YES
763,763,60750,13500,6750,40500,YES
764,764,65560,11920,11920,41720,YES
765,765,70290,12780,12780,44730,NO
766,766,45000,5000,5000,35000,NO
767,767,61800,12360,6180,43260,NO
768,768,64570,5870,11740,46960,NO
769,769,70500,7050,14100,49350,NO
770,770,57900,17370,5790,34740,NO
771,771,57860,5260,10520,42080,NO
772,772,37800,8400,4200,25200,NO
773,773,63300,6330,6330,50640,NO
774,774,44200,8840,4420,30940,NO
775,775,31680,3520,3520,24640,NO
776,776,100,10,20,70,NO
777,777,56340,6260,6260,43820,NO
778,778,69740,6340,6340,57060,NO
779,779,60480,5040,15120,40320,NO
780,780,80880,6740,13480,60660,NO
781,781,49390,8980,4490,35920,NO
782,782,69360,11560,11560,46240,NO
783,783,3740,680,680,2380,NO
784,784,5060,460,920,3680,NO
785,785,35860,3260,6520,26080,YES
786,786,50050,7700,3850,38500,YES
787,787,59070,10740,5370,42960,NO
788,788,28440,3160,3160,22120,NO
789,789,45540,8280,8280,28980,YES
790,790,38700,7740,3870,27090,NO
791,791,5830,1060,530,4240,NO
792,792,57240,4770,9540,42930,YES
793,793,46200,4200,8400,33600,NO
794,794,57700,5770,5770,46160,NO
795,795,56160,4680,9360,42120,NO
796,796,44400,5550,5550,33300,NO
797,797,92730,16860,8430,67440,YES
798,798,30700,3070,6140,21490,NO
799,799,56600,11320,5660,39620,NO
800,800,3960,660,660,2640,NO
801,801,34800,3480,6960,24360,NO
802,802,79500,7950,7950,63600,NO
803,803,56000,5600,5600,44800,NO
804,804,73260,16280,0,56980,YES
805,805,4950,900,450,3600,NO
806,806,48000,4800,9600,33600,NO
807,807,52200,10440,5220,36540,NO
808,808,73800,12300,12300,49200,NO
809,809,78200,15640,7820,54740,NO
810,810,55200,13800,9200,32200,YES
811,811,57060,6340,6340,44380,NO
812,812,4680,520,520,3640,NO
813,813,53100,5310,5310,42480,YES
814,814,3520,640,320,2560,NO
815,815,72900,14580,14580,43740,NO
816,816,70700,7070,14140,49490,NO
817,817,60170,5470,10940,43760,NO
818,818,74800,13600,6800,54400,YES
819,819,4100,820,410,2870,NO
820,820,61490,5590,11180,44720,NO
821,821,7200,720,1440,5040,NO
822,822,45100,8200,4100,32800,NO
823,823,66660,12120,6060,48480,NO
824,824,76400,15280,7640,53480,YES
825,825,58300,10600,10600,37100,NO
826,826,57310,5210,10420,41680,NO
827,827,53100,5900,5900,41300,NO
828,828,74700,14940,7470,52290,NO
829,829,60500,12100,6050,42350,NO
830,830,84920,7720,15440,61760,YES
831,831,61050,5550,11100,44400,NO
832,832,69080,12560,6280,50240,YES
833,833,4560,760,380,3420,NO
834,834,67800,11300,11300,45200,NO
835,835,5600,1120,560,3920,NO
836,836,9000,900,1800,6300,NO
837,837,85320,21330,7110,56880,NO
838,838,5940,540,1080,4320,YES
839,839,51370,9340,4670,37360,YES
840,840,51600,10320,5160,36120,NO
841,841,5400,600,600,4200,NO
842,842,48870,5430,5430,38010,NO
843,843,5590,860,860,3870,NO
844,844,54960,6870,0,48090,YES
845,845,39800,7960,3980,27860,NO
846,846,56160,6240,6240,43680,YES
847,847,52700,5270,10540,36890,NO
848,848,68580,7620,7620,53340,NO
849,849,90860,12980,19470,58410,YES
850,850,5700,570,570,4560,NO
851,851,94930,8630,8630,77670,NO
852,852,46800,4680,9360,32760,YES
853,853,56320,7040,7040,42240,NO
854,854,83490,7590,15180,60720,NO
855,855,57900,5790,5790,46320,NO
856,856,49410,5490,5490,38430,NO
857,857,66200,6620,6620,52960,NO
858,858,64080,10680,10680,42720,NO
859,859,42500,8500,4250,29750,NO
860,860,48950,8900,4450,35600,NO
861,861,58850,10700,10700,37450,NO
862,862,82400,8240,8240,65920,NO
863,863,54240,6780,6780,40680,NO
864,864,74200,7420,7420,59360,NO
865,865,47430,5270,5270,36890,NO
866,866,68200,13640,6820,47740,YES
867,867,63900,7100,7100,49700,NO
868,868,59300,11860,5930,41510,NO
869,869,66900,6690,13380,46830,YES
870,870,40810,3710,7420,29680,YES
871,871,75400,15080,7540,52780,NO
872,872,4200,420,840,2940,NO
873,873,52650,5850,5850,40950,YES
874,874,42240,7680,7680,26880,NO
875,875,59490,6610,6610,46270,NO
876,876,44200,4420,4420,35360,YES
877,877,7700,770,1540,5390,NO
878,878,61440,10240,10240,40960,NO
879,879,54400,5440,10880,38080,YES
880,880,58560,9760,9760,39040,NO
881,881,67300,6730,6730,53840,YES
882,882,36740,3340,6680,26720,YES
883,883,85690,15580,15580,54530,NO
884,884,34160,0,4270,29890,YES
885,885,61320,10220,10220,40880,NO
886,886,79680,13280,13280,53120,NO
887,887,61740,6860,6860,48020,NO
888,888,6400,640,640,5120,NO
889,889,60600,12120,6060,42420,NO
890,890,56320,10240,5120,40960,NO
891,891,52250,9500,4750,38000,NO
892,892,53900,5390,10780,37730,NO
893,893,2640,220,440,1980,NO
894,894,8970,1380,1380,6210,NO
895,895,6000,1000,1000,4000,NO
896,896,55200,11040,5520,38640,YES
897,897,7260,660,1320,5280,NO
898,898,64680,11760,11760,41160,NO
899,899,59200,0,11840,47360,NO
900,900,4700,470,940,3290,NO
901,901,69400,6940,6940,55520,NO
902,902,40500,4050,4050,32400,NO
903,903,60000,5000,10000,45000,NO
904,904,67320,11220,11220,44880,NO
905,905,75690,8410,8410,58870,NO
906,906,64300,6430,6430,51440,YES
907,907,64400,6440,6440,51520,NO
908,908,97080,16180,16180,64720,NO
909,909,5500,500,500,4500,NO
910,910,30700,3070,6140,21490,NO
911,911,33480,3720,3720,26040,NO
912,912,65430,14540,7270,43620,NO
913,913,42680,3880,7760,31040,YES
914,914,87780,7980,7980,71820,NO
915,915,72800,14560,14560,43680,NO
916,916,71190,0,7910,63280,YES
917,917,3600,400,400,2800,NO
918,918,62640,10440,10440,41760,NO
919,919,69630,12660,6330,50640,NO
920,920,76010,13820,6910,55280,YES
921,921,44220,8040,4020,32160,NO
922,922,57200,5200,10400,41600,NO
923,923,3080,560,560,1960,NO
924,924,75790,13780,6890,55120,NO
925,925,32670,5940,2970,23760,NO
926,926,3870,430,860,2580,NO
927,927,91520,8320,16640,66560,YES
928,928,74690,6790,13580,54320,YES
929,929,4620,420,840,3360,NO
930,930,55000,10000,10000,35000,YES
931,931,59400,13200,6600,39600,YES
932,932,55260,6140,0,49120,NO
933,933,51400,5140,10280,35980,NO
934,934,48780,5420,10840,32520,NO
935,935,52380,5820,5820,40740,NO
936,936,74360,13520,13520,47320,YES
937,937,53400,5340,5340,42720,NO
938,938,71800,14360,14360,43080,NO
939,939,68240,8530,0,59710,YES
940,940,61050,11100,11100,38850,YES
941,941,5590,860,860,3870,NO
942,942,46860,8520,8520,29820,NO
943,943,4290,780,780,2730,NO
944,944,78500,15700,7850,54950,NO
945,945,70830,7870,7870,55090,NO
946,946,68040,15120,7560,45360,NO
947,947,63600,5300,10600,47700,YES
948,948,43560,4840,4840,33880,NO
949,949,60840,13520,6760,40560,NO
950,950,68160,11360,11360,45440,NO
951,951,5170,940,470,3760,NO
952,952,57700,5770,5770,46160,NO
953,953,89520,14920,14920,59680,NO
954,954,4620,420,840,3360,NO
955,955,45180,5020,5020,35140,NO
956,956,45100,9020,4510,31570,NO
957,957,83160,15120,15120,52920,NO
958,958,86130,15660,15660,54810,NO
959,959,48000,9600,4800,33600,NO
960,960,3300,600,600,2100,NO
961,961,57200,11440,5720,40040,NO
962,962,7590,1380,690,5520,NO
963,963,80080,12320,12320,55440,NO
964,964,4800,960,480,3360,NO
965,965,3900,390,780,2730,YES
966,966,90400,9040,9040,72320,NO
967,967,62900,6290,12580,44030,NO
968,968,54200,5420,10840,37940,YES
969,969,51800,5180,10360,36260,NO
970,970,6600,600,1200,4800,NO
971,971,74140,13480,6740,53920,NO
972,972,67800,13560,6780,47460,NO
973,973,55400,5540,11080,38780,YES
974,974,49100,9820,4910,34370,YES
975,975,98280,15120,7560,75600,YES
976,976,66550,6050,12100,48400,NO
977,977,70400,14080,7040,49280,NO
978,978,53280,4440,8880,39960,YES
979,979,84590,15380,15380,53830,NO
980,980,54560,9920,9920,34720,NO
981,981,82170,7470,7470,67230,NO
982,982,61100,6110,12220,42770,NO
983,983,51900,5190,10380,36330,YES
984,984,3440,430,430,2580,NO
985,985,51390,5710,11420,34260,NO
986,986,76900,7690,7690,61520,NO
987,987,77000,15400,7700,53900,YES
988,988,60320,9280,9280,41760,YES
989,989,60700,12140,6070,42490,NO
990,990,53280,5920,0,47360,NO
991,991,34290,3810,3810,26670,NO
992,992,46980,0,5220,41760,NO
993,993,36700,3670,7340,25690,NO
994,994,60200,6020,6020,48160,NO
995,995,6480,540,1080,4860,NO
996,996,87200,17440,8720,61040,NO
997,997,108480,18080,18080,72320,NO
998,998,67500,7500,7500,52500,NO
999,999,46980,5220,5220,36540,NO
1000,1000,5060,460,920,3680,NO
